divorce_date,divorce_type,nationality_man,date_of_birth_man,place_of_birth_man,birth_municipality_man,birth_federal_man,birth_country_man,age_man,residence_municipality_man,residence_federal_man,residence_country_man,monthly_income_man,occupation_man,place_of_residence_man,nationality_woman,date_of_birth_woman,date_of_birth_registration_date_woman,place_of_birth_woman,birth_municipality_woman,birth_federal_woman,birth_country_woman,age_woman,place_of_residence_woman,residence_municipality_woman,residence_federal_woman,residence_country_woman,occupation_woman,monthly_income_woman,date_of_marriage,marriage_certificate_place,marriage_certificate_municipality,marriage_certificate_federal,level_of_education_man,employment_status_man,level_of_education_woman,employment_status_woman,marriage_duration,marriage_duration_months,num_children,custody
24.06.2009,Freiwillig,Bulgarisch,20.01.1975,München,Stuttgart,Stuttgart,Deutschland,34.0,Düsseldorf,Köln,Deutschland,2500.0,Buchhalter,Dortmund,Russisch,20.01.1975,27/7/79,Düsseldorf,Frankfurt am Main,Köln,Deutschland,34.0,Frankfurt am Main,Leipzig,Düsseldorf,Deutschland,Lehrer,1500.0,03.09.2007,Frankfurt am Main,Hamburg,Düsseldorf,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,2.0,,,
24.06.2009,Notwendig,Russisch,01.07.2067,Frankfurt am Main,Düsseldorf,Essen,Deutschland,42.0,Stuttgart,Köln,Deutschland,4500.0,Buchhalter,Leipzig,Spanisch,27.07.2067,,Stuttgart,Leipzig,München,Deutschland,41.0,Berlin,Düsseldorf,Leipzig,Deutschland,Lehrer,1440.0,12.09.2002,Hamburg,Berlin,Frankfurt am Main,Beruflich,Angestellter,PRIMARIA,Angestellter,4.0,,2.0,Mutter
24.06.2009,Notwendig,Griechisch,23.03.2046,Berlin,Stuttgart,Stuttgart,Deutschland,63.0,Köln,Dortmund,Deutschland,,Koch,Düsseldorf,Türkisch,21.03.2056,,Düsseldorf,Köln,Frankfurt am Main,Deutschland,53.0,Hamburg,München,München,Deutschland,Krankenpfleger,,18.08.2073,München,Leipzig,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,35.0,,,
24.06.2009,Notwendig,Russisch,,Düsseldorf,Düsseldorf,Düsseldorf,Deutschland,,Dortmund,Stuttgart,Deutschland,,Rechtsanwalt,Berlin,Türkisch,02.05.1979,,Düsseldorf,Frankfurt am Main,Köln,Deutschland,,Leipzig,Leipzig,Köln,Deutschland,Mechaniker,,15.08.1995,Köln,Stuttgart,Essen,PRIMARIA,Angestellter,PRIMARIA,Nicht beschäftigt,14.0,,1.0,Mutter
24.06.2010,Freiwillig,Griechisch,16.10.2069,München,Frankfurt am Main,Frankfurt am Main,Deutschland,40.0,Frankfurt am Main,Dortmund,Deutschland,20000.0,Arzt,Dortmund,Russisch,11.06.2071,19/1/72,Frankfurt am Main,München,Essen,Deutschland,38.0,Leipzig,Frankfurt am Main,Berlin,Deutschland,Buchhalter,15000.0,10.06.2001,Stuttgart,Stuttgart,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,8.0,,,
24.06.2010,Notwendig,Türkisch,27.01.2065,Leipzig,Hamburg,Frankfurt am Main,Deutschland,45.0,Köln,Stuttgart,Deutschland,10000.0,Softwareentwickler,Frankfurt am Main,Türkisch,20.03.2067,,Essen,Düsseldorf,München,Deutschland,43.0,Hamburg,Berlin,Essen,Deutschland,Rechtsanwalt,8000.0,26.04.1990,Leipzig,Dortmund,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,20.0,,2.0,Mutter
24.06.2010,Notwendig,Deutsch,09.05.1979,Düsseldorf,Essen,Düsseldorf,Deutschland,30.0,Berlin,Köln,Deutschland,10000.0,Lehrer,Hamburg,Spanisch,10.04.1981,,Köln,Dortmund,Berlin,Deutschland,28.0,Köln,Berlin,Essen,Deutschland,Mechaniker,10000.0,29.05.2004,Essen,Frankfurt am Main,Essen,Beruflich,Angestellter,Beruflich,Angestellter,5.0,,1.0,Mutter
24.06.2011,Notwendig,Italienisch,17.10.2067,Leipzig,Hamburg,Köln,Deutschland,43.0,München,Frankfurt am Main,Deutschland,9000.0,Verkäufer,Köln,Italienisch,11.02.2067,,Leipzig,Stuttgart,Leipzig,Deutschland,43.0,Frankfurt am Main,Leipzig,Köln,Deutschland,Lehrer,,15.10.1988,Köln,München,Leipzig,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,22.0,,2.0,
24.06.2011,Notwendig,Polnisch,16.09.1974,Stuttgart,Dortmund,Dortmund,Deutschland,36.0,Leipzig,Leipzig,Deutschland,6000.0,Krankenpfleger,Düsseldorf,Polnisch,02.10.1975,,Frankfurt am Main,Essen,Leipzig,Deutschland,36.0,Köln,München,Leipzig,Deutschland,Arzt,7000.0,07.05.2002,Köln,Hamburg,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,10.0,,2.0,Mutter
24.06.2014,Freiwillig,Griechisch,29.08.1984,Berlin,Stuttgart,München,Deutschland,29.0,Frankfurt am Main,Düsseldorf,Deutschland,8000.0,Rechtsanwalt,Berlin,Rumänisch,07.11.1983,22/8/83,Frankfurt am Main,Leipzig,Düsseldorf,Deutschland,30.0,München,Dortmund,Essen,Deutschland,Lehrer,3400.0,06.04.2011,Köln,Leipzig,Dortmund,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,3.0,,,
24.06.2014,Freiwillig,Rumänisch,21.07.1985,Düsseldorf,Essen,Köln,Deutschland,28.0,Leipzig,Köln,Deutschland,12000.0,Lehrer,Essen,Türkisch,22.08.1984,30/10/84,Stuttgart,Frankfurt am Main,Hamburg,Deutschland,29.0,Essen,Düsseldorf,Hamburg,Deutschland,Mechaniker,10000.0,02.07.2013,Frankfurt am Main,Dortmund,Dortmund,Beruflich,Angestellter,Beruflich,Angestellter,1.0,,,
24.07.2001,Freiwillig,Türkisch,29.06.1974,Hamburg,Frankfurt am Main,Stuttgart,Deutschland,27.0,Stuttgart,Stuttgart,Deutschland,1100.0,Arzt,Düsseldorf,Italienisch,21.09.1976,16/10/76,Essen,Dortmund,Essen,Deutschland,24.0,Düsseldorf,Frankfurt am Main,Frankfurt am Main,Deutschland,Softwareentwickler,,07.07.1995,Stuttgart,Dortmund,Hamburg,Vorbereitungsstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,6.0,,1.0,Mutter
24.07.2001,Notwendig,Deutsch,12.07.2061,Essen,Dortmund,Essen,INGLATERRA,39.0,Berlin,Berlin,Deutschland,,Buchhalter,Hamburg,Deutsch,25.02.2056,25/2/56,München,Düsseldorf,Düsseldorf,ESTADOS UNIDOS DE AMERICA,45.0,Düsseldorf,Köln,Frankfurt am Main,Deutschland,Softwareentwickler,12000.0,20.04.1996,Düsseldorf,Berlin,Stuttgart,Vorbereitungsstufe,Angestellter,Beruflich,Angestellter,5.0,2.0,,
24.07.2002,Freiwillig,Russisch,02.09.2068,Dortmund,Essen,Frankfurt am Main,Deutschland,34.0,Essen,München,Deutschland,3500.0,Buchhalter,Köln,Türkisch,16.04.2073,25/4/73,München,Leipzig,Berlin,Deutschland,29.0,Leipzig,Frankfurt am Main,Leipzig,Deutschland,Mechaniker,,21.01.1994,Berlin,Düsseldorf,Berlin,Beruflich,Einrichtung,Beruflich,Nicht beschäftigt,8.0,5.0,2.0,Mutter
24.07.2002,Notwendig,Polnisch,28.05.2067,Frankfurt am Main,Leipzig,Hamburg,Deutschland,35.0,,,,,Ingenieur,,Italienisch,06.10.2064,8/6/65,Hamburg,Dortmund,Frankfurt am Main,Deutschland,38.0,Frankfurt am Main,Frankfurt am Main,Köln,Deutschland,Krankenpfleger,5000.0,03.01.1996,Köln,Hamburg,Berlin,Sekundarstufe,Angestellter,Beruflich,Angestellter,6.0,4.0,,
24.07.2006,Notwendig,Spanisch,27.04.1975,Frankfurt am Main,Düsseldorf,Essen,Deutschland,31.0,Köln,Essen,Deutschland,,,Leipzig,Deutsch,28.02.1978,,Dortmund,Frankfurt am Main,München,Deutschland,28.0,Köln,Frankfurt am Main,Hamburg,Deutschland,,,27.07.1999,Köln,Köln,Düsseldorf,Beruflich,,Beruflich,,4.0,,2.0,
24.07.2006,Notwendig,Italienisch,15.09.1977,Essen,Hamburg,Köln,Deutschland,28.0,Stuttgart,Dortmund,Deutschland,9700.0,Verkäufer,Frankfurt am Main,Türkisch,30.10.2073,,Dortmund,Köln,München,Deutschland,32.0,Köln,Düsseldorf,Berlin,Deutschland,,,29.08.2001,Düsseldorf,Leipzig,Düsseldorf,Vorbereitungsstufe,Angestellter,Beruflich,Nicht beschäftigt,4.0,,1.0,
24.07.2006,Notwendig,Türkisch,23.12.1978,Düsseldorf,Dortmund,Köln,Deutschland,27.0,Frankfurt am Main,Köln,Deutschland,,,Berlin,Russisch,18.03.1977,,Düsseldorf,Berlin,Stuttgart,Deutschland,29.0,Berlin,Essen,München,Deutschland,,,28.07.2000,Stuttgart,Hamburg,München,Sekundarstufe,,Vorbereitungsstufe,,2.0,,1.0,
24.07.2006,Notwendig,Spanisch,23.11.2070,Dortmund,Düsseldorf,Hamburg,Deutschland,35.0,Stuttgart,Essen,Deutschland,4000.0,Lehrer,Frankfurt am Main,Deutsch,13.09.2070,,Essen,Frankfurt am Main,Stuttgart,Deutschland,35.0,Köln,Dortmund,Köln,Deutschland,Verkäufer,4000.0,12.01.1989,Essen,Berlin,Hamburg,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,16.0,,1.0,
24.07.2008,Notwendig,Italienisch,09.11.1975,Leipzig,Dortmund,Stuttgart,Deutschland,32.0,Essen,Berlin,Deutschland,3000.0,Koch,Berlin,Deutsch,07.09.1987,,Leipzig,Leipzig,Essen,Deutschland,21.0,Hamburg,Essen,Leipzig,Deutschland,Mechaniker,2500.0,07.10.2007,Düsseldorf,Leipzig,Stuttgart,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,1.0,,1.0,
24.07.2013,Freiwillig,Russisch,21.04.1988,Essen,Dortmund,Frankfurt am Main,Deutschland,25.0,Essen,Frankfurt am Main,Deutschland,8000.0,Arzt,Hamburg,Kroatisch,29.11.1992,23/12/92,München,München,Leipzig,Deutschland,20.0,Düsseldorf,München,München,Deutschland,Krankenpfleger,,29.01.2009,Leipzig,Stuttgart,Leipzig,Sekundarstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,4.0,,,
24.07.2013,Notwendig,Kroatisch,08.06.1987,Frankfurt am Main,Leipzig,Frankfurt am Main,Deutschland,25.0,Hamburg,Frankfurt am Main,Deutschland,4800.0,Mechaniker,Leipzig,Kroatisch,22.10.1987,,Berlin,Leipzig,Stuttgart,Deutschland,25.0,Hamburg,München,Essen,Deutschland,Rechtsanwalt,3600.0,23.10.2007,Köln,Hamburg,Berlin,Sekundarstufe,Angestellter,Vorbereitungsstufe,Angestellter,3.0,,2.0,Mutter
24.07.2013,Notwendig,Kroatisch,11.09.1980,München,Frankfurt am Main,Düsseldorf,Deutschland,32.0,Berlin,Köln,Deutschland,3000.0,Verkäufer,Stuttgart,Griechisch,30.01.1981,,Hamburg,Düsseldorf,Köln,Deutschland,32.0,Essen,Essen,Köln,Deutschland,Buchhalter,,02.10.2000,Berlin,Berlin,München,PRIMARIA,Angestellter,,,12.0,,2.0,Mutter
24.08.2000,Freiwillig,Deutsch,02.09.2072,Stuttgart,Essen,Leipzig,Deutschland,28.0,München,Essen,Deutschland,4500.0,Buchhalter,Frankfurt am Main,Bulgarisch,10.05.1975,25/10/75,Leipzig,Frankfurt am Main,Düsseldorf,Deutschland,24.0,Essen,Dortmund,Stuttgart,Deutschland,Verkäufer,2400.0,10.05.1996,Dortmund,Hamburg,Essen,Sekundarstufe,Angestellter,Vorbereitungsstufe,Angestellter,3.0,10.0,,
24.08.2001,Freiwillig,Polnisch,27.09.2062,Stuttgart,Köln,Dortmund,Deutschland,38.0,Stuttgart,München,Deutschland,4300.0,Verkäufer,Düsseldorf,Türkisch,07.10.2065,28/8/65,Düsseldorf,Leipzig,Düsseldorf,Deutschland,36.0,Frankfurt am Main,Leipzig,Frankfurt am Main,Deutschland,Lehrer,4000.0,13.10.1988,Hamburg,München,Hamburg,Beruflich,Angestellter,Beruflich,PATRON O EMPRESARIO,12.0,10.0,1.0,Mutter
24.08.2004,Freiwillig,Türkisch,01.04.2068,Dortmund,Leipzig,Düsseldorf,Deutschland,36.0,Hamburg,Hamburg,Deutschland,4000.0,Rechtsanwalt,München,Kroatisch,12.02.2073,10/12/73,Düsseldorf,Köln,Dortmund,Deutschland,30.0,Hamburg,München,Stuttgart,Deutschland,Buchhalter,5000.0,27.02.1999,Hamburg,Berlin,Leipzig,Beruflich,Angestellter,Beruflich,Angestellter,5.0,0.0,1.0,Mutter
24.08.2005,Freiwillig,Türkisch,18.03.1976,Stuttgart,Dortmund,Dortmund,Deutschland,29.0,Düsseldorf,Essen,Deutschland,20000.0,Rechtsanwalt,Berlin,Polnisch,19.02.2071,19/10/71,München,Frankfurt am Main,Hamburg,Deutschland,34.0,Leipzig,Leipzig,Leipzig,Deutschland,Mechaniker,,02.03.2001,Hamburg,Essen,Berlin,Beruflich,PATRON O EMPRESARIO,Beruflich,Nicht beschäftigt,,,,
24.08.2005,Notwendig,Spanisch,01.01.2067,Frankfurt am Main,Frankfurt am Main,Frankfurt am Main,Deutschland,38.0,Berlin,Stuttgart,Deutschland,18000.0,Buchhalter,Essen,Polnisch,10.04.2066,,Dortmund,Düsseldorf,Frankfurt am Main,Deutschland,38.0,Hamburg,Berlin,Berlin,Deutschland,Lehrer,,15.04.1994,Leipzig,Düsseldorf,Dortmund,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Angestellter,11.0,,1.0,Mutter
24.08.2006,Notwendig,Bulgarisch,06.06.1979,Essen,Düsseldorf,Frankfurt am Main,Deutschland,27.0,Leipzig,Leipzig,Deutschland,,,Dortmund,Deutsch,03.10.1980,,Stuttgart,Dortmund,Köln,Deutschland,26.0,Stuttgart,Düsseldorf,München,Deutschland,Mechaniker,4000.0,02.04.2005,Berlin,Frankfurt am Main,Berlin,Beruflich,TRABAJADOR NO REMUNERADO,Beruflich,Angestellter,1.0,,,
24.08.2006,Freiwillig,Deutsch,06.04.2073,Stuttgart,Leipzig,Essen,Deutschland,33.0,Stuttgart,Hamburg,Deutschland,4000.0,Softwareentwickler,Dortmund,Polnisch,05.01.1983,29/8/83,Köln,Stuttgart,Dortmund,Deutschland,23.0,Frankfurt am Main,Stuttgart,München,Deutschland,Verkäufer,,06.04.1998,Berlin,Köln,Düsseldorf,PRIMARIA,Einrichtung,PRIMARIA,Einrichtung,8.0,,,
24.08.2010,Freiwillig,Griechisch,05.09.2066,Frankfurt am Main,Leipzig,Leipzig,Deutschland,44.0,Berlin,Hamburg,Deutschland,8000.0,,Leipzig,Russisch,14.11.2061,,Düsseldorf,Hamburg,Leipzig,Deutschland,48.0,Berlin,Köln,München,Deutschland,,,15.08.1985,Leipzig,Berlin,Hamburg,Sekundarstufe,Angestellter,PRIMARIA,Nicht beschäftigt,25.0,,2.0,
24.08.2010,Notwendig,Russisch,23.11.1975,Berlin,Frankfurt am Main,Leipzig,Deutschland,34.0,Leipzig,Leipzig,Deutschland,5000.0,Ingenieur,Hamburg,Polnisch,23.09.2073,,Dortmund,Hamburg,München,Deutschland,36.0,Frankfurt am Main,Dortmund,Essen,Deutschland,Ingenieur,,28.07.1995,Berlin,Düsseldorf,Hamburg,Beruflich,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,14.0,,2.0,Mutter
24.09.2001,Notwendig,Türkisch,09.10.2061,Stuttgart,Leipzig,Essen,Deutschland,40.0,Düsseldorf,Essen,Deutschland,600.0,Ingenieur,Stuttgart,Türkisch,06.01.2067,,Hamburg,Frankfurt am Main,Leipzig,Deutschland,34.0,Stuttgart,Düsseldorf,Hamburg,Deutschland,Rechtsanwalt,500.0,24.07.1992,Leipzig,Stuttgart,Hamburg,Sekundarstufe,Angestellter,PRIMARIA,Angestellter,8.0,3.0,,
24.09.2002,Freiwillig,Kroatisch,18.09.2055,Düsseldorf,München,Berlin,Deutschland,47.0,Essen,München,Deutschland,8000.0,Verkäufer,Berlin,Russisch,13.12.2058,12/1/59,Dortmund,Leipzig,Leipzig,Deutschland,43.0,München,Berlin,Hamburg,Deutschland,Mechaniker,4000.0,02.12.1977,München,Düsseldorf,München,Beruflich,PATRON O EMPRESARIO,Sekundarstufe,Angestellter,25.0,7.0,5.0,Mutter
24.09.2002,Freiwillig,Rumänisch,07.04.2067,Berlin,Hamburg,Berlin,Deutschland,35.0,Hamburg,Leipzig,Deutschland,10000.0,Lehrer,Düsseldorf,Griechisch,14.04.2072,24/5/72,Hamburg,Berlin,Köln,Deutschland,30.0,Hamburg,Hamburg,Essen,Deutschland,Mechaniker,8000.0,20.12.1987,Berlin,München,Essen,Beruflich,Einrichtung,Beruflich,Angestellter,4.0,9.0,,
24.09.2003,Freiwillig,Polnisch,23.07.2072,Leipzig,Essen,Köln,Deutschland,31.0,Essen,Leipzig,Deutschland,10000.0,Rechtsanwalt,Frankfurt am Main,Rumänisch,14.07.1974,12/8/74,Düsseldorf,München,München,Deutschland,29.0,München,Stuttgart,Hamburg,Deutschland,Verkäufer,4000.0,10.10.1995,München,Dortmund,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,7.0,11.0,1.0,Mutter
24.09.2004,Freiwillig,Russisch,07.12.1980,Hamburg,Frankfurt am Main,Düsseldorf,Deutschland,24.0,Köln,Dortmund,Deutschland,6000.0,Arzt,Berlin,Polnisch,19.07.1980,23/9/80,Köln,Hamburg,Stuttgart,Deutschland,24.0,München,Frankfurt am Main,Essen,Deutschland,Mechaniker,,20.08.1999,Frankfurt am Main,Düsseldorf,Frankfurt am Main,Vorbereitungsstufe,Angestellter,Vorbereitungsstufe,Nicht beschäftigt,5.0,,,
24.09.2004,Notwendig,Russisch,20.09.2040,Dortmund,Düsseldorf,Essen,Deutschland,64.0,Stuttgart,Dortmund,Deutschland,8000.0,Arzt,München,Türkisch,28.08.2042,5/10/42,Essen,Hamburg,Düsseldorf,Deutschland,62.0,München,München,Frankfurt am Main,Deutschland,Mechaniker,12000.0,27.08.2073,Dortmund,Berlin,Dortmund,Beruflich,,Beruflich,,32.0,,,
24.09.2007,Notwendig,Italienisch,14.02.1985,Köln,München,Dortmund,Deutschland,22.0,Stuttgart,Hamburg,Deutschland,1500.0,Ingenieur,Hamburg,Rumänisch,07.04.1986,,München,Dortmund,München,Deutschland,21.0,Dortmund,Berlin,Essen,Deutschland,Lehrer,1500.0,06.09.2003,Stuttgart,Stuttgart,Frankfurt am Main,Sekundarstufe,JORNALERO O PEON,Sekundarstufe,Nicht beschäftigt,6.0,,1.0,Mutter
24.09.2009,Notwendig,Türkisch,14.08.2069,Frankfurt am Main,Dortmund,Leipzig,Deutschland,40.0,Hamburg,Leipzig,Deutschland,4000.0,Softwareentwickler,Düsseldorf,Deutsch,27.04.2070,,Hamburg,Köln,Dortmund,Deutschland,39.0,Berlin,Stuttgart,Essen,Deutschland,Mechaniker,6000.0,17.10.1992,Leipzig,Frankfurt am Main,Essen,Vorbereitungsstufe,Angestellter,Sekundarstufe,Angestellter,14.0,,3.0,
24.09.2009,Freiwillig,Kroatisch,22.04.1978,Düsseldorf,Essen,Dortmund,Deutschland,31.0,Berlin,Dortmund,Deutschland,7000.0,Lehrer,Essen,Kroatisch,16.06.1980,9/7/80,Dortmund,Stuttgart,Hamburg,Deutschland,29.0,Dortmund,München,Frankfurt am Main,Deutschland,Lehrer,6000.0,04.05.2005,München,München,Berlin,Beruflich,Angestellter,Beruflich,Angestellter,4.0,4.0,,
24.09.2010,Notwendig,Türkisch,25.02.2067,Berlin,Leipzig,Berlin,Deutschland,43.0,Essen,Stuttgart,Deutschland,10000.0,Verkäufer,Stuttgart,Polnisch,01.04.2066,,Frankfurt am Main,Frankfurt am Main,Essen,Deutschland,44.0,Köln,Dortmund,Hamburg,Deutschland,Krankenpfleger,12000.0,22.03.1990,Dortmund,Stuttgart,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,20.0,,1.0,
24.09.2013,Freiwillig,Spanisch,02.03.2050,Köln,Frankfurt am Main,Berlin,Deutschland,63.0,Köln,München,Deutschland,10000.0,Ingenieur,Hamburg,Bulgarisch,03.09.2051,18/5/51,Leipzig,Hamburg,Leipzig,Deutschland,62.0,Frankfurt am Main,Frankfurt am Main,Leipzig,Deutschland,Buchhalter,6400.0,04.09.1986,Köln,Dortmund,Stuttgart,Beruflich,Angestellter,Beruflich,Angestellter,27.0,,1.0,
24.09.2013,Notwendig,Rumänisch,23.11.2069,Leipzig,Leipzig,Düsseldorf,Deutschland,43.0,Hamburg,Hamburg,Deutschland,,Arzt,Berlin,Russisch,17.08.1974,,Stuttgart,Frankfurt am Main,Frankfurt am Main,Deutschland,39.0,Düsseldorf,Stuttgart,Berlin,Deutschland,Krankenpfleger,3500.0,29.04.2003,Hamburg,Stuttgart,Berlin,Sekundarstufe,Angestellter,Vorbereitungsstufe,Angestellter,4.0,,2.0,Mutter
24.10.2001,Notwendig,Türkisch,,Leipzig,Frankfurt am Main,Essen,Deutschland,48.0,Hamburg,München,Deutschland,2000.0,Krankenpfleger,Berlin,Russisch,,,Dortmund,Leipzig,Düsseldorf,Deutschland,42.0,Frankfurt am Main,München,Frankfurt am Main,Deutschland,Buchhalter,,01.04.1974,Stuttgart,Frankfurt am Main,Leipzig,PRIMARIA,JORNALERO O PEON,PRIMARIA,Nicht beschäftigt,27.0,9.0,,
24.10.2003,Notwendig,Spanisch,,,,,,,,,,,,,Kroatisch,04.11.2064,,Leipzig,Berlin,Frankfurt am Main,Deutschland,39.0,Stuttgart,Essen,München,Deutschland,Koch,,24.09.1999,Hamburg,Berlin,Berlin,OTRO,Nicht beschäftigt,Beruflich,Nicht beschäftigt,4.0,1.0,,
24.10.2003,Freiwillig,Griechisch,19.12.2070,Düsseldorf,Berlin,Hamburg,Deutschland,32.0,München,Berlin,Deutschland,2500.0,Mechaniker,Düsseldorf,Rumänisch,13.01.1974,6/3/74,München,Stuttgart,Dortmund,Deutschland,29.0,Essen,Essen,Düsseldorf,Deutschland,Arzt,,28.01.2000,Frankfurt am Main,Köln,Stuttgart,Vorbereitungsstufe,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,Beruflich,TRABAJADOR POR CUENTA PROPIA EN VIA PUBLICA ,2.0,8.0,,
24.10.2003,Notwendig,Kroatisch,05.12.2062,Leipzig,Leipzig,Dortmund,Deutschland,41.0,Düsseldorf,München,Deutschland,4500.0,Mechaniker,Stuttgart,Kroatisch,,,,,,,,,,,,,,09.02.1982,Stuttgart,Stuttgart,Köln,Beruflich,Angestellter,,,21.0,1.0,3.0,Mutter
24.10.2005,Freiwillig,Russisch,14.11.2063,Stuttgart,Leipzig,Leipzig,Deutschland,41.0,Leipzig,Köln,Deutschland,3000.0,Rechtsanwalt,Hamburg,Rumänisch,24.10.2066,18/8/67,Essen,Düsseldorf,Hamburg,Deutschland,38.0,Berlin,Berlin,Köln,Deutschland,Buchhalter,4800.0,04.03.2004,Leipzig,Frankfurt am Main,Köln,Beruflich,Angestellter,Beruflich,Angestellter,1.0,6.0,,
24.10.2006,Notwendig,Russisch,09.08.2067,Stuttgart,Köln,Berlin,Deutschland,39.0,Leipzig,Frankfurt am Main,Deutschland,10000.0,Softwareentwickler,Berlin,Kroatisch,28.04.2070,,Hamburg,Leipzig,Stuttgart,Deutschland,36.0,Berlin,Hamburg,Düsseldorf,Deutschland,Rechtsanwalt,10000.0,20.12.1996,Berlin,Leipzig,Düsseldorf,Beruflich,Angestellter,Beruflich,Angestellter,10.0,,1.0,
24.10.2006,Notwendig,Spanisch,09.06.1975,München,Leipzig,Düsseldorf,Deutschland,31.0,Köln,München,Deutschland,2000.0,Buchhalter,Köln,Russisch,16.07.1979,,Dortmund,Hamburg,Düsseldorf,Deutschland,27.0,Stuttgart,Köln,München,Deutschland,Koch,,07.03.1995,Leipzig,München,Berlin,Sekundarstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,8.0,,1.0,
24.10.2007,Notwendig,Türkisch,,Berlin,Berlin,Essen,Deutschland,38.0,Köln,Düsseldorf,Deutschland,,,Köln,Deutsch,,,Frankfurt am Main,Hamburg,Stuttgart,Deutschland,41.0,München,Berlin,Essen,Deutschland,,,16.02.1991,München,Leipzig,Hamburg,Beruflich,Angestellter,Beruflich,Angestellter,16.0,,1.0,
24.10.2008,Freiwillig,Deutsch,25.04.1977,Köln,Stuttgart,München,Deutschland,31.0,Köln,Düsseldorf,Deutschland,4000.0,Krankenpfleger,Köln,Kroatisch,02.09.1982,19/12/83,Berlin,München,Stuttgart,Deutschland,26.0,Hamburg,Leipzig,Leipzig,Deutschland,Krankenpfleger,,05.04.2005,Essen,Frankfurt am Main,Frankfurt am Main,Beruflich,Angestellter,Beruflich,Angestellter,3.0,,,
24.10.2008,Notwendig,Spanisch,18.10.1980,Köln,Frankfurt am Main,München,Deutschland,28.0,Berlin,Dortmund,Deutschland,3000.0,Krankenpfleger,Hamburg,Türkisch,31.03.1981,,Stuttgart,Frankfurt am Main,Berlin,Deutschland,27.0,Berlin,München,Frankfurt am Main,Deutschland,Lehrer,3000.0,23.01.2002,Hamburg,München,Köln,Beruflich,Angestellter,Beruflich,Angestellter,3.0,,1.0,Mutter
24.10.2011,Freiwillig,Rumänisch,03.09.1979,Berlin,Leipzig,Leipzig,Deutschland,32.0,Essen,Düsseldorf,Deutschland,18000.0,Buchhalter,Leipzig,Rumänisch,27.02.1979,28/3/79,Essen,Essen,Frankfurt am Main,Deutschland,32.0,München,Frankfurt am Main,Essen,Deutschland,Ingenieur,10000.0,08.03.2007,Köln,Stuttgart,München,Beruflich,Angestellter,Beruflich,Angestellter,4.0,,,
24.10.2011,Freiwillig,Polnisch,18.10.2061,Hamburg,Leipzig,Berlin,Deutschland,49.0,Köln,Dortmund,Deutschland,5000.0,Arzt,Essen,Russisch,08.11.2056,20/9/54,München,Stuttgart,Dortmund,Deutschland,55.0,Frankfurt am Main,Köln,Dortmund,Deutschland,Softwareentwickler,,10.04.1983,Köln,Düsseldorf,München,Sekundarstufe,Angestellter,Sekundarstufe,Nicht beschäftigt,27.0,,1.0,
24.10.2011,Notwendig,Polnisch,09.11.2065,Düsseldorf,Essen,Essen,Deutschland,46.0,Essen,Hamburg,Deutschland,,Verkäufer,Leipzig,Russisch,24.10.2073,,Essen,Essen,Berlin,Deutschland,37.0,Dortmund,München,Dortmund,Deutschland,Verkäufer,,31.01.1992,Hamburg,Berlin,Köln,Sekundarstufe,Angestellter,Sekundarstufe,Angestellter,19.0,,3.0,Mutter
24.10.2012,Notwendig,Russisch,30.10.1976,Essen,Berlin,Dortmund,Deutschland,35.0,München,Düsseldorf,Deutschland,13000.0,Lehrer,Köln,Polnisch,25.05.1979,,Leipzig,Köln,Essen,Deutschland,33.0,Essen,Düsseldorf,Essen,Deutschland,Koch,,12.01.2005,Düsseldorf,Dortmund,Berlin,Beruflich,Angestellter,Beruflich,Nicht beschäftigt,7.0,,,
24.10.2012,Freiwillig,Polnisch,30.08.1990,Leipzig,Frankfurt am Main,Stuttgart,Deutschland,22.0,Berlin,Essen,Deutschland,5000.0,Ingenieur,Düsseldorf,Griechisch,11.09.1987,8/3/88,Berlin,Düsseldorf,Leipzig,Deutschland,24.0,Köln,Düsseldorf,Köln,Deutschland,Ingenieur,5000.0,07.01.2011,Frankfurt am Main,Hamburg,Essen,Beruflich,Angestellter,Beruflich,Angestellter,1.0,2.0,,
